SHOULDBE,CURRENTNAME ,state,STATEABBR,FIPS,NYTFIPS
Mitchell,Shoshone County,Idaho,ID,16017,16071
Monroe,Teton County,Idaho,ID,16019,16073
Montgomery,Twin Falls County,Idaho,ID,16021,16075
Morgan,Valley County,Idaho,ID,16023,16077
Murray,Washington County,Idaho,ID,16025,16079
Muscogee,Adams County,Idaho,IL,16027,16081
Newton,Alexander County,Idaho,IL,16029,16083
Oconee,Bond County,Idaho,IL,16031,16085
Oglethorpe,Boone County,Idaho,IL,16033,16087
Paulding,Brown County,Illinois,IL,16035,17001
Peach,Bureau County,Illinois,IL,16037,17003
Pickens,Calhoun County,Illinois,IL,16039,17005
Pierce,Carroll County,Illinois,IL,16041,17007
Pike,Cass County,Illinois,IL,16043,17009
Polk,Champaign County,Illinois,IL,16045,17011
Pulaski,Christian County,Illinois,IL,16047,17013
Putnam,Clark County,Illinois,IL,16049,17015
Quitman,Clay County,Illinois,IL,16051,17017
Rabun,Clinton County,Illinois,IL,16053,17019
Randolph,Coles County,Illinois,IL,16055,17021
Richmond,Cook County,Illinois,IL,16057,17023
Rockdale,Crawford County,Illinois,IL,16059,17025
Schley,Cumberland County,Illinois,IL,16061,17027
Screven,DeKalb County,Illinois,IL,16063,17029
Seminole,De Witt County,Illinois,IL,16065,17031
Spalding,Douglas County,Illinois,IL,16067,17033
Stephens,DuPage County,Illinois,IL,16069,17035
Stewart,Edgar County,Illinois,IL,16071,17037
Sumter,Edwards County,Illinois,IL,16073,17039
Talbot,Effingham County,Illinois,IL,16075,17041
Taliaferro,Fayette County,Illinois,IL,16077,17043
Tattnall,Ford County,Illinois,IL,16079,17045
Taylor,Franklin County,Illinois,IL,16081,17047
Telfair,Fulton County,Illinois,IL,16083,17049
Terrell,Gallatin County,Illinois,IL,16085,17051
Thomas,Greene County,Illinois,IL,16087,17053
Tift,Grundy County,Illinois,IL,17001,17055
Toombs,Hamilton County,Illinois,IL,17003,17057
Towns,Hancock County,Illinois,IL,17005,17059
Treutlen,Hardin County,Illinois,IL,17007,17061
Troup,Henderson County,Illinois,IL,17009,17063
Turner,Henry County,Illinois,IL,17011,17065
Twiggs,Iroquois County,Illinois,IL,17013,17067
Union,Jackson County,Illinois,IL,17015,17069
Unknown,Jasper County,Illinois,IL,17017,17071
Unknown,Jefferson County,Illinois,IL,17019,17073
Unknown,Jersey County,Illinois,IL,17021,17075
Unknown,Jo Daviess County,Illinois,IL,17023,17077
Unknown,Johnson County,Illinois,IL,17025,17079
Unknown,Kane County,Illinois,IL,17027,17081
Unknown,Kankakee County,Illinois,IL,17029,17083
Unknown,Kendall County,Illinois,IL,17031,17085
Unknown,Knox County,Illinois,IL,17033,17087
Unknown,Lake County,Illinois,IL,17035,17089
Unknown,LaSalle County,Illinois,IL,17037,17091
Unknown,Lawrence County,Illinois,IL,17039,17093
Unknown,Lee County,Illinois,IL,17041,17095
Unknown,Livingston County,Illinois,IL,17043,17097
Unknown,Logan County,Illinois,IL,17045,17099
Unknown,McDonough County,Illinois,IL,17047,17101
Unknown,McHenry County,Illinois,IL,17049,17103
Unknown,McLean County,Illinois,IL,17051,17105
Unknown,Macon County,Illinois,IL,17053,17107
Unknown,Macoupin County,Illinois,IL,17055,17115
Unknown,Madison County,Illinois,IL,17057,17117
Unknown,Marion County,Illinois,IL,17059,17119
Unknown,Marshall County,Illinois,IL,17061,17121
Unknown,Mason County,Illinois,IL,17063,17123
Unknown,Massac County,Illinois,IL,17065,17125
Unknown,Menard County,Illinois,IL,17067,17127
Upson,Mercer County,Illinois,IL,17069,17109
Walker,Monroe County,Illinois,IL,17071,17111
Walton,Montgomery County,Illinois,IL,17073,17113
Ware,Morgan County,Illinois,IL,17075,17129
Warren,Moultrie County,Illinois,IL,17077,17131
Washington,Ogle County,Illinois,IL,17079,17133
Wayne,Peoria County,Illinois,IL,17081,17135
Webster,Perry County,Illinois,IL,17083,17137
Wheeler,Piatt County,Illinois,IL,17085,17139
White,Pike County,Illinois,IL,17087,17141
Whitfield,Pope County,Illinois,IL,17089,17143
Wilcox,Pulaski County,Illinois,IL,17091,17145
Wilkes,Putnam County,Illinois,IL,17093,17147
Wilkinson,Randolph County,Illinois,IL,17095,17149
Worth,Richland County,Illinois,IL,17097,17151
Unknown,Rock Island County,Illinois,IL,17099,17153
Unknown,St. Clair County,Illinois,IL,17101,17155
Unknown,Saline County,Illinois,IL,17103,17157
Unknown,Sangamon County,Illinois,IL,17105,17159
Unknown,Schuyler County,Illinois,IL,17107,17161
Unknown,Scott County,Illinois,IL,17115,17165
Unknown,Shelby County,Illinois,IL,17117,17167
Unknown,Stark County,Illinois,IL,17119,17169
Unknown,Stephenson County,Illinois,IL,17121,17171
Unknown,Tazewell County,Illinois,IL,17123,17173
Unknown,Union County,Illinois,IL,17125,17175
Unknown,Vermilion County,Illinois,IL,17127,17163
Unknown,Wabash County,Illinois,IL,17109,17177
Unknown,Warren County,Illinois,IL,17111,17179
Unknown,Washington County,Illinois,IL,17113,17181
Unknown,Wayne County,Illinois,IL,17129,
Unknown,White County,Illinois,IL,17131,17183
Unknown,Whiteside County,Illinois,IL,17133,17185
Unknown,Will County,Illinois,IL,17135,17187
Unknown,Williamson County,Illinois,IL,17137,17189
Unknown,Winnebago County,Illinois,IL,17139,17191
Unknown,Woodford County,Illinois,IL,17141,17193
Unknown,Adams County,Illinois,IN,17143,17195
Unknown,Allen County,Illinois,IN,17145,17197
Unknown,Bartholomew County,Illinois,IN,17147,17199
Unknown,Benton County,Illinois,IN,17149,17201
Hawaii,Blackford County,Illinois,IN,17151,17203
Honolulu,Boone County,Indiana,IN,17153,18001
Kauai,Brown County,Indiana,IN,17155,18003
Maui,Carroll County,Indiana,IN,17157,18005
Ada,Cass County,Indiana,IN,17159,18007
Adams,Clark County,Indiana,IN,17161,18009
