SHOULDBE,CURRENTNAME ,state,STATEABBR,FIPS,NYTFIPS
Perry,Salem County,New Jersey,NJ,32027,34027
Pike,Somerset County,New Jersey,NJ,32029,34029
Pontotoc,Sussex County,New Jersey,NJ,32031,34031
Prentiss,Union County,New Jersey,NJ,32033,34033
Quitman,Warren County,New Jersey,NJ,33001,34035
Rankin,Bernalillo County,New Jersey,NM,33003,34037
Scott,Catron County,New Jersey,NM,33005,34039
Sharkey,Chaves County,New Jersey,NM,33007,
Simpson,Cibola County,New Jersey,NM,33009,34041
Smith,Colfax County,New Mexico,NM,33011,35001
Stone,Curry County,New Mexico,NM,33013,35003
Sunflower,De Baca County,New Mexico,NM,33015,35005
Tallahatchie,Do̱a Ana County,New Mexico,NM,33017,35006
Tate,Eddy County,New Mexico,NM,33019,35007
Tippah,Grant County,New Mexico,NM,34001,35009
Tishomingo,Guadalupe County,New Mexico,NM,34003,35013
Tunica,Harding County,New Mexico,NM,34005,35015
Union,Hidalgo County,New Mexico,NM,34007,35017
Walthall,Lea County,New Mexico,NM,34009,35019
Warren,Lincoln County,New Mexico,NM,34011,35021
Washington,Los Alamos County,New Mexico,NM,34013,35023
Wayne,Luna County,New Mexico,NM,34015,35025
Webster,McKinley County,New Mexico,NM,34017,35027
Wilkinson,Mora County,New Mexico,NM,34019,35028
Winston,Otero County,New Mexico,NM,34021,35029
Yalobusha,Quay County,New Mexico,NM,34023,35031
Yazoo,Rio Arriba County,New Mexico,NM,34025,35033
Adair,Roosevelt County,New Mexico,NM,34027,35035
Andrew,Sandoval County,New Mexico,NM,34029,35037
Atchison,San Juan County,New Mexico,NM,34031,35039
Audrain,San Miguel County,New Mexico,NM,34033,35041
Barry,Santa Fe County,New Mexico,NM,34035,35043
Barton,Sierra County,New Mexico,NM,34037,35045
Bates,Socorro County,New Mexico,NM,34039,35047
Benton,Taos County,New Mexico,NM,,35049
Bollinger,Torrance County,New Mexico,NM,34041,35051
Boone,Union County,New Mexico,NM,35001,35053
Buchanan,Valencia County,New Mexico,NM,35003,35055
Butler,Albany County,New Mexico,NY,35005,35057
Caldwell,Allegany County,New Mexico,NY,35006,35059
Callaway,Bronx County,New Mexico,NY,35007,35061
Camden,Broome County,New York,NY,35009,36001
Cape Girardeau,Cattaraugus County,New York,NY,35013,36003
Carroll,Cayuga County,New York,NY,35015,36007
Carter,Chautauqua County,New York,NY,35017,36009
Cass,Chemung County,New York,NY,35019,36011
Cedar,Chenango County,New York,NY,35021,36013
Chariton,Clinton County,New York,NY,35023,36015
Christian,Columbia County,New York,NY,35025,36017
Clark,Cortland County,New York,NY,35027,36019
Clay,Delaware County,New York,NY,35028,36021
Clinton,Dutchess County,New York,NY,35029,36023
Cole,Erie County,New York,NY,35031,36025
Cooper,Essex County,New York,NY,35033,36027
Crawford,Franklin County,New York,NY,35035,36029
Dade,Fulton County,New York,NY,35037,36031
Dallas,Genesee County,New York,NY,35039,36033
Daviess,Greene County,New York,NY,35041,36035
DeKalb,Hamilton County,New York,NY,35043,36037
Dent,Herkimer County,New York,NY,35045,36039
Douglas,Jefferson County,New York,NY,35047,36041
Dunklin,Kings County,New York,NY,35049,36043
Franklin,Lewis County,New York,NY,35051,36045
Gasconade,Livingston County,New York,NY,35053,36049
Gentry,Madison County,New York,NY,35055,36051
Greene,Monroe County,New York,NY,35057,36053
Grundy,Montgomery County,New York,NY,35059,36055
Harrison,Nassau County,New York,NY,35061,36057
Henry,New York County,New York,NY,36001,36059
Hickory,Niagara County,New York,NY,36003,
Holt,Oneida County,New York,NY,36007,36063
Howard,Onondaga County,New York,NY,36009,36065
Howell,Ontario County,New York,NY,36011,36067
Iron,Orange County,New York,NY,36013,36069
Jackson,Orleans County,New York,NY,36015,36071
Jasper,Oswego County,New York,NY,36017,36073
Jefferson,Otsego County,New York,NY,36019,36075
Johnson,Putnam County,New York,NY,36021,36077
Joplin,Queens County,New York,NY,36023,36079
Joplin,Rensselaer County,New York,NY,36025,36083
Joplin,Richmond County,New York,NY,36027,36087
Joplin,Rockland County,New York,NY,36029,36091
Joplin,St. Lawrence County,New York,NY,36031,36093
Joplin,Saratoga County,New York,NY,36033,36095
Joplin,Schenectady County,New York,NY,36035,36097
Joplin,Schoharie County,New York,NY,36037,36099
Joplin,Schuyler County,New York,NY,36039,36101
Joplin,Seneca County,New York,NY,36041,36089
Joplin,Steuben County,New York,NY,36043,36103
Joplin,Suffolk County,New York,NY,36045,36105
Joplin,Sullivan County,New York,NY,36049,36107
Joplin,Tioga County,New York,NY,36051,36109
Joplin,Tompkins County,New York,NY,36053,36111
Joplin,Ulster County,New York,NY,36055,36113
Joplin,Warren County,New York,NY,36057,36115
Joplin,Washington County,New York,NY,36059,36117
Joplin,Wayne County,New York,NY,,36119
Joplin,Westchester County,New York,NY,36063,36121
Joplin,Wyoming County,New York,NY,36065,36123
Joplin,Yates County,North Carolina,NY,36067,37001
Joplin,Alamance County,North Carolina,NC,36069,37003
Joplin,Alexander County,North Carolina,NC,36071,37005
Joplin,Alleghany County,North Carolina,NC,36073,37007
Joplin,Anson County,North Carolina,NC,36075,37009
Kansas City,Ashe County,North Carolina,NC,36077,37011
Kansas City,Avery County,North Carolina,NC,36079,37013
Kansas City,Beaufort County,North Carolina,NC,36083,37015
Kansas City,Bertie County,North Carolina,NC,36087,37017
Kansas City,Bladen County,North Carolina,NC,36091,37019
Kansas City,Brunswick County,North Carolina,NC,36093,37021
Kansas City,Buncombe County,North Carolina,NC,36095,37023
Kansas City,Burke County,North Carolina,NC,36097,37025
Kansas City,Cabarrus County,North Carolina,NC,36099,37027
Kansas City,Caldwell County,North Carolina,NC,36101,37029
Kansas City,Camden County,North Carolina,NC,36089,37031
Kansas City,Carteret County,North Carolina,NC,36103,37033
Kansas City,Caswell County,North Carolina,NC,36105,37035
Kansas City,Catawba County,North Carolina,NC,36107,37037
Kansas City,Chatham County,North Carolina,NC,36109,37039
Kansas City,Cherokee County,North Carolina,NC,36111,37041
Kansas City,Chowan County,North Carolina,NC,36113,37043
Kansas City,Clay County,North Carolina,NC,36115,37045
Kansas City,Cleveland County,North Carolina,NC,36117,37047
Kansas City,Columbus County,North Carolina,NC,36119,37049
Kansas City,Craven County,North Carolina,NC,36121,37051
Kansas City,Cumberland County,North Carolina,NC,36123,37053
Kansas City,Currituck County,North Carolina,NC,37001,37055
Kansas City,Dare County,North Carolina,NC,37003,37057
Kansas City,Davidson County,North Carolina,NC,37005,37059
Kansas City,Davie County,North Carolina,NC,37007,37061
Knox,Duplin County,North Carolina,NC,37009,37063
Laclede,Durham County,North Carolina,NC,37011,37065
Lafayette,Edgecombe County,North Carolina,NC,37013,37067
Lawrence,Forsyth County,North Carolina,NC,37015,37069
Lewis,Franklin County,North Carolina,NC,37017,37071
Lincoln,Gaston County,North Carolina,NC,37019,37073
Linn,Gates County,North Carolina,NC,37021,37075
Livingston,Graham County,North Carolina,NC,37023,37077
Macon,Granville County,North Carolina,NC,37025,37079
Madison,Greene County,North Carolina,NC,37027,37081
Maries,Guilford County,North Carolina,NC,37029,37083
Marion,Halifax County,North Carolina,NC,37031,37085
McDonald,Harnett County,North Carolina,NC,37033,37087
Mercer,Haywood County,North Carolina,NC,37035,37089
Miller,Henderson County,North Carolina,NC,37037,37091
Mississippi,Hertford County,North Carolina,NC,37039,37093
Moniteau,Hoke County,North Carolina,NC,37041,37095
Monroe,Hyde County,North Carolina,NC,37043,37097
Montgomery,Iredell County,North Carolina,NC,37045,37099
Morgan,Jackson County,North Carolina,NC,37047,37101
New Madrid,Johnston County,North Carolina,NC,37049,37103
Newton,Jones County,North Carolina,NC,37051,37105
Nodaway,Lee County,North Carolina,NC,37053,37107
Oregon,Lenoir County,North Carolina,NC,37055,37109
Osage,Lincoln County,North Carolina,NC,37057,37113
Ozark,McDowell County,North Carolina,NC,37059,37115
Pemiscot,Macon County,North Carolina,NC,37061,37117
Perry,Madison County,North Carolina,NC,37063,37111
Pettis,Martin County,North Carolina,NC,37065,37119
Phelps,Mecklenburg County,North Carolina,NC,37067,37121
Pike,Mitchell County,North Carolina,NC,37069,37123
Platte,Montgomery County,North Carolina,NC,37071,37125
Polk,Moore County,North Carolina,NC,37073,37127
Pulaski,Nash County,North Carolina,NC,37075,37129
Putnam,New Hanover County,North Carolina,NC,37077,37131
Ralls,Northampton County,North Carolina,NC,37079,37133
Randolph,Onslow County,North Carolina,NC,37081,37135
Ray,Orange County,North Carolina,NC,37083,37137
Reynolds,Pamlico County,North Carolina,NC,37085,37139
Ripley,Pasquotank County,North Carolina,NC,37087,37141
Saline,Pender County,North Carolina,NC,37089,37143
Schuyler,Perquimans County,North Carolina,NC,37091,37145
Scotland,Person County,North Carolina,NC,37093,37147
Scott,Pitt County,North Carolina,NC,37095,37149
Shannon,Polk County,North Carolina,NC,37097,37151
Shelby,Randolph County,North Carolina,NC,37099,37153
St. Charles,Richmond County,North Carolina,NC,37101,37155
St. Clair,Robeson County,North Carolina,NC,37103,37157
Ste. Genevieve,Rockingham County,North Carolina,NC,37105,37159
St. Francois,Rowan County,North Carolina,NC,37107,37161
St. Louis,Rutherford County,North Carolina,NC,37109,37163
St. Louis city,Sampson County,North Carolina,NC,37113,37165
Stoddard,Scotland County,North Carolina,NC,37115,37167
Stone,Stanly County,North Carolina,NC,37117,37169
Sullivan,Stokes County,North Carolina,NC,37111,37171
Taney,Surry County,North Carolina,NC,37119,37173
Texas,Swain County,North Carolina,NC,37121,37175
Vernon,Transylvania County,North Carolina,NC,37123,37177
Warren,Tyrrell County,North Carolina,NC,37125,37179
Washington,Union County,North Carolina,NC,37127,37181
Wayne,Vance County,North Carolina,NC,37129,37183
Webster,Wake County,North Carolina,NC,37131,37185
Worth,Warren County,North Carolina,NC,37133,37187
Wright,Washington County,North Carolina,NC,37135,37189
Beaverhead,Watauga County,North Carolina,NC,37137,37191
Big Horn,Wayne County,North Carolina,NC,37139,37193
Blaine,Wilkes County,North Carolina,NC,37141,37195
Broadwater,Wilson County,North Carolina,NC,37143,37197
Carbon,Yadkin County,North Carolina,NC,37145,37199
Cascade,Yancey County,North Dakota,NC,37147,38001
Chouteau,Adams County,North Dakota,ND,37149,38003
Custer,Barnes County,North Dakota,ND,37151,38005
Daniels,Benson County,North Dakota,ND,37153,38007
Dawson,Billings County,North Dakota,ND,37155,38009
Deer Lodge,Bottineau County,North Dakota,ND,37157,38011
Fallon,Bowman County,North Dakota,ND,37159,38013
Fergus,Burke County,North Dakota,ND,37161,38015
Flathead,Burleigh County,North Dakota,ND,37163,38017
Gallatin,Cass County,North Dakota,ND,37165,38019
Garfield,Cavalier County,North Dakota,ND,37167,38021
Glacier,Dickey County,North Dakota,ND,37169,38023
Golden Valley,Divide County,North Dakota,ND,37171,38025
Granite,Dunn County,North Dakota,ND,37173,38027
Hill,Eddy County,North Dakota,ND,37175,38029
Jefferson,Emmons County,North Dakota,ND,37177,38031
Judith Basin,Foster County,North Dakota,ND,37179,38033
Lake,Golden Valley County,North Dakota,ND,37181,38035
Lewis and Clark,Grand Forks County,North Dakota,ND,37183,38037
Liberty,Grant County,North Dakota,ND,37185,38039
Lincoln,Griggs County,North Dakota,ND,37187,38041
Madison,Hettinger County,North Dakota,ND,37189,38043
McCone,Kidder County,North Dakota,ND,37191,38045
Meagher,LaMoure County,North Dakota,ND,37193,38047
Mineral,Logan County,North Dakota,ND,37195,38049
Missoula,McHenry County,North Dakota,ND,37197,38051
Musselshell,McIntosh County,North Dakota,ND,37199,38053
Park,McKenzie County,North Dakota,ND,38001,38055
Phillips,McLean County,North Dakota,ND,38003,38057
Pondera,Mercer County,North Dakota,ND,38005,38059
Powder River,Morton County,North Dakota,ND,38007,38061
Powell,Mountrail County,North Dakota,ND,38009,38063
Prairie,Nelson County,North Dakota,ND,38011,38065
Ravalli,Oliver County,North Dakota,ND,38013,38067
Richland,Pembina County,North Dakota,ND,38015,38069
Roosevelt,Pierce County,North Dakota,ND,38017,38071
Rosebud,Ramsey County,North Dakota,ND,38019,38073
Sanders,Ransom County,North Dakota,ND,38021,38075
Sheridan,Renville County,North Dakota,ND,38023,38077
Silver Bow,Richland County,North Dakota,ND,38025,38079
Stillwater,Rolette County,North Dakota,ND,38027,38081
Sweet Grass,Sargent County,North Dakota,ND,38029,38083
Teton,Sheridan County,North Dakota,ND,38031,38085
Toole,Sioux County,North Dakota,ND,38033,38087
Treasure,Slope County,North Dakota,ND,38035,38089
Valley,Stark County,North Dakota,ND,38037,38091
Wheatland,Steele County,North Dakota,ND,38039,38093
Wibaux,Stutsman County,North Dakota,ND,38041,38095
Yellowstone,Towner County,North Dakota,ND,38043,38097
Adams,Traill County,North Dakota,ND,38045,
Antelope,Walsh County,North Dakota,ND,38047,38099
Arthur,Ward County,North Dakota,ND,38049,38101
Banner,Wells County,North Dakota,ND,38051,38103
Boone,Williams County,North Dakota,ND,38053,38105
Box Butte,Adams County,Northern Mariana Islands,OH,38055,69110
Boyd,Allen County,Northern Mariana Islands,OH,38057,69120
Brown,Ashland County,Ohio,OH,38059,39001
Buffalo,Ashtabula County,Ohio,OH,38061,39003
Burt,Athens County,Ohio,OH,38063,39005
Butler,Auglaize County,Ohio,OH,38065,39007
Cass,Belmont County,Ohio,OH,38067,39009
Cedar,Brown County,Ohio,OH,38069,39011
Chase,Butler County,Ohio,OH,38071,39013
Cherry,Carroll County,Ohio,OH,38073,39015
Cheyenne,Champaign County,Ohio,OH,38075,39017
Clay,Clark County,Ohio,OH,38077,39019
Colfax,Clermont County,Ohio,OH,38079,39021
Cuming,Clinton County,Ohio,OH,38081,39023
Custer,Columbiana County,Ohio,OH,38083,39025
Dakota,Coshocton County,Ohio,OH,38085,39027
Dawes,Crawford County,Ohio,OH,38087,39029
Dawson,Cuyahoga County,Ohio,OH,38089,39031
Deuel,Darke County,Ohio,OH,38091,39033
Dixon,Defiance County,Ohio,OH,38093,39035
Dodge,Delaware County,Ohio,OH,38095,39037
Douglas,Erie County,Ohio,OH,38097,39039
Dundy,Fairfield County,Ohio,OH,,39041
Fillmore,Fayette County,Ohio,OH,38099,39043
Franklin,Franklin County,Ohio,OH,38101,39045
Frontier,Fulton County,Ohio,OH,38103,39047
Furnas,Gallia County,Ohio,OH,38105,39049
Gage,Geauga County,Ohio,OH,69110,39051
Garden,Greene County,Ohio,OH,69120,39053
Garfield,Guernsey County,Ohio,OH,39001,39055
Gosper,Hamilton County,Ohio,OH,39003,39057
Greeley,Hancock County,Ohio,OH,39005,39059
Hall,Hardin County,Ohio,OH,39007,39061
Hamilton,Harrison County,Ohio,OH,39009,39063
Harlan,Henry County,Ohio,OH,39011,39065
Hitchcock,Highland County,Ohio,OH,39013,39067
Holt,Hocking County,Ohio,OH,39015,39069
Hooker,Holmes County,Ohio,OH,39017,39071
Howard,Huron County,Ohio,OH,39019,39073
Jefferson,Jackson County,Ohio,OH,39021,39075
Johnson,Jefferson County,Ohio,OH,39023,39077
Kearney,Knox County,Ohio,OH,39025,39079
Keith,Lake County,Ohio,OH,39027,39081
Kimball,Lawrence County,Ohio,OH,39029,39083
Knox,Licking County,Ohio,OH,39031,39085
Lancaster,Logan County,Ohio,OH,39033,39087
Lincoln,Lorain County,Ohio,OH,39035,39089
Madison,Lucas County,Ohio,OH,39037,39091
McPherson,Madison County,Ohio,OH,39039,39093
Merrick,Mahoning County,Ohio,OH,39041,39095
Morrill,Marion County,Ohio,OH,39043,39097
Nance,Medina County,Ohio,OH,39045,39099
Nemaha,Meigs County,Ohio,OH,39047,39101
Nuckolls,Mercer County,Ohio,OH,39049,39103
Otoe,Miami County,Ohio,OH,39051,39105
Pawnee,Monroe County,Ohio,OH,39053,39107
Perkins,Montgomery County,Ohio,OH,39055,39109
Phelps,Morgan County,Ohio,OH,39057,39111
Pierce,Morrow County,Ohio,OH,39059,39113
Platte,Muskingum County,Ohio,OH,39061,39115
Polk,Noble County,Ohio,OH,39063,39117
Red Willow,Ottawa County,Ohio,OH,39065,39119
Richardson,Paulding County,Ohio,OH,39067,39121
Rock,Perry County,Ohio,OH,39069,39123
Saline,Pickaway County,Ohio,OH,39071,39125
Sarpy,Pike County,Ohio,OH,39073,39127
Saunders,Portage County,Ohio,OH,39075,39129
Scotts Bluff,Preble County,Ohio,OH,39077,39131
Seward,Putnam County,Ohio,OH,39079,39133
Sheridan,Richland County,Ohio,OH,39081,39135
Sherman,Ross County,Ohio,OH,39083,39137
Sioux,Sandusky County,Ohio,OH,39085,39139
Stanton,Scioto County,Ohio,OH,39087,39141
Thayer,Seneca County,Ohio,OH,39089,39143
Thomas,Shelby County,Ohio,OH,39091,39145
Thurston,Stark County,Ohio,OH,39093,39147
Unknown,Summit County,Ohio,OH,39095,39149
Unknown,Trumbull County,Ohio,OH,39097,39151
Unknown,Tuscarawas County,Ohio,OH,39099,39153
Unknown,Union County,Ohio,OH,39101,39155
Unknown,Van Wert County,Ohio,OH,39103,39157
Unknown,Vinton County,Ohio,OH,39105,39159
Unknown,Warren County,Ohio,OH,39107,39161
Unknown,Washington County,Ohio,OH,39109,39163
Unknown,Wayne County,Ohio,OH,39111,39165
Unknown,Williams County,Ohio,OH,39113,39167
Unknown,Wood County,Ohio,OH,39115,39169
Unknown,Wyandot County,Ohio,OH,39117,39171
Unknown,Adair County,Ohio,OK,39119,39173
Unknown,Alfalfa County,Ohio,OK,39121,39175
Unknown,Atoka County,Oklahoma,OK,39123,40001
Unknown,Beaver County,Oklahoma,OK,39125,40003
Unknown,Beckham County,Oklahoma,OK,39127,40005
Unknown,Blaine County,Oklahoma,OK,39129,40007
Unknown,Bryan County,Oklahoma,OK,39131,40009
Unknown,Caddo County,Oklahoma,OK,39133,40011
Unknown,Canadian County,Oklahoma,OK,39135,40013
Unknown,Carter County,Oklahoma,OK,39137,40015
Unknown,Cherokee County,Oklahoma,OK,39139,40017
Unknown,Choctaw County,Oklahoma,OK,39141,40019
Unknown,Cimarron County,Oklahoma,OK,39143,40021
Unknown,Cleveland County,Oklahoma,OK,39145,40023
Valley,Coal County,Oklahoma,OK,39147,40025
Washington,Comanche County,Oklahoma,OK,39149,40027
Wayne,Cotton County,Oklahoma,OK,39151,40029
Webster,Craig County,Oklahoma,OK,39153,40031
Wheeler,Creek County,Oklahoma,OK,39155,40033
York,Custer County,Oklahoma,OK,39157,40035
Carson City,Delaware County,Oklahoma,OK,39159,40037
Churchill,Dewey County,Oklahoma,OK,39161,40039
Clark,Ellis County,Oklahoma,OK,39163,40041
Douglas,Garfield County,Oklahoma,OK,39165,40043
Elko,Garvin County,Oklahoma,OK,39167,40045
Eureka,Grady County,Oklahoma,OK,39169,40047
Humboldt,Grant County,Oklahoma,OK,39171,40049
Lander,Greer County,Oklahoma,OK,39173,40051
Lincoln,Harmon County,Oklahoma,OK,39175,40053
Lyon,Harper County,Oklahoma,OK,40001,40055
Mineral,Haskell County,Oklahoma,OK,40003,40057
Nye,Hughes County,Oklahoma,OK,40005,40059
Pershing,Jackson County,Oklahoma,OK,40007,40061
Storey,Jefferson County,Oklahoma,OK,40009,40063
Washoe,Johnston County,Oklahoma,OK,40011,40065
White Pine,Kay County,Oklahoma,OK,40013,40067
Belknap,Kingfisher County,Oklahoma,OK,40015,40069
Carroll,Kiowa County,Oklahoma,OK,40017,40071
Cheshire,Latimer County,Oklahoma,OK,40019,40073
Coos,Le Flore County,Oklahoma,OK,40021,40075
Grafton,Lincoln County,Oklahoma,OK,40023,40077
Hillsborough,Logan County,Oklahoma,OK,40025,40079
Merrimack,Love County,Oklahoma,OK,40027,40081
Rockingham,McClain County,Oklahoma,OK,40029,40083
Strafford,McCurtain County,Oklahoma,OK,40031,40085
Sullivan,McIntosh County,Oklahoma,OK,40033,40093
Atlantic,Major County,Oklahoma,OK,40035,40095
Bergen,Marshall County,Oklahoma,OK,40037,40097
Burlington,Mayes County,Oklahoma,OK,40039,40087
Camden,Murray County,Oklahoma,OK,40041,40089
Cape May,Muskogee County,Oklahoma,OK,40043,40091
Cumberland,Noble County,Oklahoma,OK,40045,40099
Essex,Nowata County,Oklahoma,OK,40047,40101
Gloucester,Okfuskee County,Oklahoma,OK,40049,40103
Hudson,Oklahoma County,Oklahoma,OK,40051,40105
Hunterdon,Okmulgee County,Oklahoma,OK,40053,40107
Mercer,Osage County,Oklahoma,OK,40055,40109
Middlesex,Ottawa County,Oklahoma,OK,40057,40111
Monmouth,Pawnee County,Oklahoma,OK,40059,40113
Morris,Payne County,Oklahoma,OK,40061,40115
Ocean,Pittsburg County,Oklahoma,OK,40063,40117
Passaic,Pontotoc County,Oklahoma,OK,40065,40119
Salem,Pottawatomie County,Oklahoma,OK,40067,40121
Somerset,Pushmataha County,Oklahoma,OK,40069,40123
Sussex,Roger Mills County,Oklahoma,OK,40071,40125
Union,Rogers County,Oklahoma,OK,40073,40127
Unknown,Seminole County,Oklahoma,OK,40075,40129
Unknown,Sequoyah County,Oklahoma,OK,40077,40131
Unknown,Stephens County,Oklahoma,OK,40079,40133
Unknown,Texas County,Oklahoma,OK,40081,40135
Unknown,Tillman County,Oklahoma,OK,40083,40137
Unknown,Tulsa County,Oklahoma,OK,40085,40139
Unknown,Wagoner County,Oklahoma,OK,40093,40141
Unknown,Washington County,Oklahoma,OK,40095,40143
Unknown,Washita County,Oklahoma,OK,40097,40145
Unknown,Woods County,Oklahoma,OK,40087,40147
Unknown,Woodward County,Oklahoma,OK,40089,40149
Unknown,Baker County,Oklahoma,OR,40091,40151
Unknown,Benton County,Oklahoma,OR,40099,40153
Unknown,Clackamas County,Oregon,OR,40101,41001
Unknown,Clatsop County,Oregon,OR,40103,41003
Unknown,Columbia County,Oregon,OR,40105,41005
Unknown,Coos County,Oregon,OR,40107,41007
Unknown,Crook County,Oregon,OR,40109,41009
Unknown,Curry County,Oregon,OR,40111,41011
Unknown,Deschutes County,Oregon,OR,40113,41013
Unknown,Douglas County,Oregon,OR,40115,41015
Unknown,Gilliam County,Oregon,OR,40117,41017
Unknown,Grant County,Oregon,OR,40119,41019
Unknown,Harney County,Oregon,OR,40121,41021
Unknown,Hood River County,Oregon,OR,40123,41023
Unknown,Jackson County,Oregon,OR,40125,41025
Warren,Jefferson County,Oregon,OR,40127,41027
Bernalillo,Josephine County,Oregon,OR,40129,41029
Catron,Klamath County,Oregon,OR,40131,41031
Chaves,Lake County,Oregon,OR,40133,41033
Cibola,Lane County,Oregon,OR,40135,41035
Colfax,Lincoln County,Oregon,OR,40137,41037
Curry,Linn County,Oregon,OR,40139,41039
Do̱a Ana,Malheur County,Oregon,OR,40141,41041
Eddy,Marion County,Oregon,OR,40143,41043
Grant,Morrow County,Oregon,OR,40145,41045
Guadalupe,Multnomah County,Oregon,OR,40147,41047
Harding,Polk County,Oregon,OR,40149,41049
Hidalgo,Sherman County,Oregon,OR,40151,41051
Lea,Tillamook County,Oregon,OR,40153,41053
Lincoln,Umatilla County,Oregon,OR,41001,41055
Los Alamos,Union County,Oregon,OR,41003,41057
Luna,Wallowa County,Oregon,OR,41005,41059
McKinley,Wasco County,Oregon,OR,41007,41061
Mora,Washington County,Oregon,OR,41009,41063
Otero,Wheeler County,Oregon,OR,41011,41065
Quay,Yamhill County,Oregon,OR,41013,41067
Rio Arriba,Adams County,Oregon,PA,41015,41071
Roosevelt,Allegheny County,Pennsylvania,PA,41017,42001
Sandoval,Armstrong County,Pennsylvania,PA,41019,42003
San Juan,Beaver County,Pennsylvania,PA,41021,42005
San Miguel,Bedford County,Pennsylvania,PA,41023,42007
Santa Fe,Berks County,Pennsylvania,PA,41025,42009
Sierra,Blair County,Pennsylvania,PA,41027,42011
Socorro,Bradford County,Pennsylvania,PA,41029,42013
Taos,Bucks County,Pennsylvania,PA,41031,42015
Torrance,Butler County,Pennsylvania,PA,41033,42017
Union,Cambria County,Pennsylvania,PA,41035,42019
Valencia,Cameron County,Pennsylvania,PA,41037,42021
Albany,Carbon County,Pennsylvania,PA,41039,42023
Allegany,Centre County,Pennsylvania,PA,41041,42025
Broome,Chester County,Pennsylvania,PA,41043,42027
Cattaraugus,Clarion County,Pennsylvania,PA,41045,42029
Cayuga,Clearfield County,Pennsylvania,PA,41047,42031
Chautauqua,Clinton County,Pennsylvania,PA,41049,42033
Chemung,Columbia County,Pennsylvania,PA,41051,42035
Chenango,Crawford County,Pennsylvania,PA,41053,42037
Clinton,Cumberland County,Pennsylvania,PA,41055,42039
Columbia,Dauphin County,Pennsylvania,PA,41057,42041
Cortland,Delaware County,Pennsylvania,PA,41059,42043
Delaware,Elk County,Pennsylvania,PA,41061,42045
Dutchess,Erie County,Pennsylvania,PA,41063,42047
Erie,Fayette County,Pennsylvania,PA,41065,42049
Essex,Forest County,Pennsylvania,PA,41067,42051
Franklin,Franklin County,Pennsylvania,PA,41071,42053
Fulton,Fulton County,Pennsylvania,PA,42001,42055
Genesee,Greene County,Pennsylvania,PA,42003,42057
Greene,Huntingdon County,Pennsylvania,PA,42005,42059
Hamilton,Indiana County,Pennsylvania,PA,42007,42061
Herkimer,Jefferson County,Pennsylvania,PA,42009,42063
Jefferson,Juniata County,Pennsylvania,PA,42011,42065
Lewis,Lackawanna County,Pennsylvania,PA,42013,42067
Livingston,Lancaster County,Pennsylvania,PA,42015,42069
Madison,Lawrence County,Pennsylvania,PA,42017,42071
Monroe,Lebanon County,Pennsylvania,PA,42019,42073
Montgomery,Lehigh County,Pennsylvania,PA,42021,42075
Nassau,Luzerne County,Pennsylvania,PA,42023,42077
New York City,Lycoming County,Pennsylvania,PA,42025,42079
New York City,McKean County,Pennsylvania,PA,42027,42081
New York City,Mercer County,Pennsylvania,PA,42029,42083
New York City,Mifflin County,Pennsylvania,PA,42031,42085
New York City,Monroe County,Pennsylvania,PA,42033,42087
New York City,Montgomery County,Pennsylvania,PA,42035,42089
New York City,Montour County,Pennsylvania,PA,42037,42091
New York City,Northampton County,Pennsylvania,PA,42039,42093
New York City,Northumberland County,Pennsylvania,PA,42041,42095
New York City,Perry County,Pennsylvania,PA,42043,42097
New York City,Philadelphia County,Pennsylvania,PA,42045,42099
New York City,Pike County,Pennsylvania,PA,42047,42101
New York City,Potter County,Pennsylvania,PA,42049,42103
New York City,Schuylkill County,Pennsylvania,PA,42051,42105
New York City,Snyder County,Pennsylvania,PA,42053,42107
New York City,Somerset County,Pennsylvania,PA,42055,42109
New York City,Sullivan County,Pennsylvania,PA,42057,42111
New York City,Susquehanna County,Pennsylvania,PA,42059,42113
New York City,Tioga County,Pennsylvania,PA,42061,42115
New York City,Union County,Pennsylvania,PA,42063,42117
New York City,Venango County,Pennsylvania,PA,42065,42119
New York City,Warren County,Pennsylvania,PA,42067,42121
New York City,Washington County,Pennsylvania,PA,42069,42123
New York City,Wayne County,Pennsylvania,PA,42071,42125
New York City,Westmoreland County,Pennsylvania,PA,42073,42127
New York City,Wyoming County,Pennsylvania,PA,42075,42129
Niagara,York County,Pennsylvania,PA,42077,42131
Oneida,Bristol County,Pennsylvania,RI,42079,42133
Onondaga,Kent County,Rhode Island,RI,42081,44001
Ontario,Newport County,Rhode Island,RI,42083,44003
Orange,Providence County,Rhode Island,RI,42085,44005
Orleans,Washington County,Rhode Island,RI,42087,44007
Oswego,Abbeville County,Rhode Island,SC,42089,
Otsego,Aiken County,Rhode Island,SC,42091,44009
Putnam,Allendale County,South Carolina,SC,42093,45001
Rensselaer,Anderson County,South Carolina,SC,42095,45003
Rockland,Bamberg County,South Carolina,SC,42097,45005
Saratoga,Barnwell County,South Carolina,SC,42099,45007
Schenectady,Beaufort County,South Carolina,SC,42101,45009
Schoharie,Berkeley County,South Carolina,SC,42103,45011
Schuyler,Calhoun County,South Carolina,SC,42105,45013
Seneca,Charleston County,South Carolina,SC,42107,45015
Steuben,Cherokee County,South Carolina,SC,42109,45017
